"Номер анкеты";"Форма собственности";"Название предприятия";"Подчиненность вышестоящей организации";"Представительство страны";"Почтовый адрес";"Руководитель";"Телефон";"Факс";"E_Mail";"Адрес INTERNET";"Год основания";"Количество койко-мест";"Почтовый индекс";"Дополнительные услуги и продукция";"Основная продукция и услуги";"Направление деятельности"
"0000892";"государственная";"""МАКСИМИЛИАНОВСКАЯ"" ГОРОДСКАЯ БОЛЬНИЦА №28";"";"";"190000, Россия, г. Санкт-Петербург, ул. Декабристов, 1-3";"Лучин Андрей Васильевич";"(812) 314-51-92, 314-59-75, 314-30-96, 314-59-88";"(812) 314-81-93";"b28@zdrav.spb.ru";"";"1990";"285";"190000";"";"многопрофильное медицинское обслуживание; ";""
"0000875";"государственная";"МАРИИНСКАЯ ГОРОДСКАЯ БОЛЬНИЦА";"";"";"191104, Россия, г. Санкт-Петербург, Литейный просп., 56";"Емельянов Олег Владиславович";"(812) 275-74-33, 275-74-46, 275-74-25";"(812) 275-73-26";"mariinskyhosp@mail.rcom.ru; b16@zdrav.spb.ru";"www.mariin.ru";"1803";"1000";"191104";"";"многопрофильное медицинское обслуживание; ";""
"0021520";"информация не предоставлена";"""МАРЬИНО"" САНАТОРИЙ-ПРОФИЛАКТОРИЙ";"";"";"187015, Россия, Ленинградская обл., Тосненский р-н, д. Андрианово, Усадьба ""Марьино""";"";"(81361) 9-63-47";"";"";"";"";"";"187015";"";"санаторно-курортное обслуживание; ";""
"0027372";"информация не предоставлена";"МГИНСКАЯ ПОЛИКЛИНИКА";"";"";"187300, Россия, Ленинградская обл., Кировский р-н, п. Мга, Советский просп., 54";"";"(81362) 5-64-14";"";"";"";"";"";"187300";"";"многопрофильное медицинское обслуживание; ";""
"0004853";"частная";"""МЕДИ"" МЕДИЦИНСКАЯ АССОЦИАЦИЯ";"";"";"191025, Россия, г. Санкт-Петербург, Невский просп., 82";"Мчедлидзе Тамаз Шалвович";"(812) 324-00-00, 324-00-22";"(812) 324-00-21, 324-00-22";"institute@instom.ru; institute@instom.ru";"www.instom.ru";"1991";"";"191025";"";"лечение офтальмологических заболеваний; лечение стоматологических заболеваний; протезирование зубов; медицинское обслуживание новорожденных; косметологическое лечебное обслуживание; лечебно-оздоровительные мероприятия; ";""
"0004993";"частная";"""МЕДИДЕНТ"" ФИРМА (ООО)";"";"";"197183, Россия, г. Санкт-Петербург, Приморский просп., 3";"Рахманов Виктор Георгиевич";"(812) 496-16-69";"(812) 496-16-69";"";"";"1990";"";"197183";"";"лечение стоматологических заболеваний; протезирование зубов; ";""
"0011834";"частная";"""МЕДИК"" СТОМАТОЛОГИЧЕСКАЯ КЛИНИКА (ООО)";"";"";"192284, Россия, г. Санкт-Петербург, ул. Димитрова, 3, корп. 4";"Гуткина Марина Викторовна";"(812) 701-11-11, 701-88-24";"(812) 701-88-24";"medik.spb@mail.ru";"";"1990";"";"192284";"";"лечение стоматологических заболеваний; ";""
"0011797";"частная";"""МЕДИК"" ФИРМА (ООО)";"";"";"194358, Россия, г. Санкт-Петербург, ул. Шостаковича, 3, корп. 1";"Бирюкова Елена Генриховна";"(812) 515-72-11, 296-51-81";"(812) 296-51-81";"beg51@yandex.ru";"www.medikdent.spb.ru";"1991";"";"194358";"";"лечение стоматологических заболеваний; протезирование зубов; лечение ортодонтоза; имплантация зубов; хирургическая стоматология; ";""
"0004584";"государственная";"МЕДИКО-ГЕНЕТИЧЕСКИЙ ДИАГНОСТИЧЕСКИЙ ЦЕНТР";"КОМИТЕТ по ЗДРАВООХРАНЕНИЮ";"";"194044, Россия, г. Санкт-Петербург, ул. Тобольская, 5";"Романенко Ольга Пантелеймоновна";"(812) 294-70-00";"(812) 294-70-01";"jkdmgenc@zdrav.spb.ru";"";"1969";"";"194044";"";"комплексное диагностическое обследование; УЗИ-диагностика; ";""
"0016823";"частная";"""МЕДИКОР-ПЛЮС"" СТОМАТОЛОГИЧЕСКАЯ АССОЦИАЦИЯ (ООО)";"";"";"196084, Россия, г. Санкт-Петербург, Октябрьская наб., 64, корп. 3";"Суворова Юлия Александровна";"(812) 446-87-27, 447-82-80";"(812) 447-82-80";"mail@medicor.spb.ru";"www.medicor.ru";"1990";"";"196084";"";"лечение стоматологических заболеваний; протезирование зубов; отбеливание зубов; лечение ортодонтоза; ";""
"0005054";"частная";"МЕДИЦИНСКАЯ КОМПАНИЯ им. А.С.ЗАЛМАНОВА (ООО)";"";"";"196244, Россия, г. Санкт-Петербург, ул. Типанова, 29";"Каменев Олег Юрьевич";"(812) 379-61-63";"(812) 373-52-83";"clinic@hiruline.com";"www.hiruline.ru";"1997";"";"196244";"";"гирудотерапия; фитотерапия; лечение гинекологических заболеваний; ";""
"0001556";"государственная";"МЕДИЦИНСКИЙ ОЗДОРОВИТЕЛЬНО-ПРОФИЛАКТИЧЕСКИЙ ЦЕНТР";"САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ПУТЕЙ СООБЩЕНИЯ";"";"190031, Россия, г. Санкт-Петербург, наб. р. Фонтанки, 113";"Бондарев Сергей Анатольевич";"(812) 457-89-20, 713-53-62";"(812) 713-53-62";"";"";"2003";"";"190031";"";"многопрофильное медицинское обслуживание; ";""
"0001331";"акционерная";"МЕДИЦИНСКИЙ ПУНКТ";"ЗАВОД им. КЛИМОВА (ОАО)";"";"194100, Россия, г. Санкт-Петербург, ул. Кантемировская, 11";"Ушакова Надежда Ивановна";"(812) 295-23-82";"";"";"";"1919";"";"194100";"";"медицинское обслуживание; ";""
"0005147";"смешанная";"МЕДИЦИНСКИЙ ПУНКТ";"ДВОРЕЦ СПОРТА ""ЮБИЛЕЙНЫЙ"" (ООО)";"";"197198, Россия, г. Санкт-Петербург, просп. Добролюбова, 18";"Пономарева Алла Юрьевна";"(812) 323-93-59";"";"";"www.jubi.ru";"1967";"";"197198";"";"медицинское обслуживание; ";""
"0082445";"частная";"МЕДИЦИНСКИЙ РЕАБИЛИТАЦИОННЫЙ ЦЕНТР (ООО)";"";"";"194044, Россия, г. Санкт-Петербург, ул. Чугунная, 20, лит. А, офис 18Н";"";"(812) 600-49-79";"(812) 600-49-78";"vagincentre@mail.ru";"";"";"";"194044";"";"реабилитационное лечение; ";""
"0004857";"общественных организаций";"МЕДИЦИНСКИЙ ЦЕНТР";"РОССИЙСКАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""СОЮЗ ИНТЕРНАЦИОНАЛИСТОВ""";"";"197371, Россия, г. Санкт-Петербург, ул. Мартыновская, 6";"Хазов Михаил Николаевич";"(812) 348-02-45, 306-88-60, 306-00-02";"(812) 306-00-02";"";"www.dentsouz.ru";"1992";"";"197371";"";"лечение стоматологических заболеваний; протезирование зубов; ";""
"0016821";"государственная";"МЕДИЦИНСКИЙ ЦЕНТР";"ГУП ""АДМИРАЛТЕЙСКИЕ ВЕРФИ""";"";"190008, Россия, г. Санкт-Петербург, ул. Садовая, 126";"Гайворонский Алексей Васильевич";"(812) 713-68-36, 714-80-80";"(812) 714-39-37";"medav@smtu.ru";"www.medav.smtu.ru";"1995";"";"190008";"";"многопрофильное медицинское обслуживание; ";""
"0047030";"государственная";"МЕДИЦИНСКИЙ ЦЕНТР";"ГУП ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";"";"191015, Россия, г. Санкт-Петербург, ул. Кавалергардская, 42, лит. А";"";"(812) 438-43-71, 305-09-09";"(812) 274-13-61";"medcenter@vodokanal.spb.ru";"";"";"";"191015";"";"многопрофильное медицинское обслуживание; ";""
"0004998";"частная";"""МЕДКОМ"" СТОМАТОЛОГИЧЕСКАЯ КЛИНИКА (ООО)";"";"";"195267, Россия, г. Санкт-Петербург, просп. Просвещения, 85";"Столбовой Андрей Владимирович";"(812) 559-86-22";"(812) 559-86-22";"";"";"1992";"";"195267";"";"лечение стоматологических заболеваний; ";""
"0001303";"государственная";"МЕДСАНЧАСТЬ №1";"ЗАВОД им. КАЛИНИНА";"";"199155, Россия, г. Санкт-Петербург, ул. Одоевского, 10";"Булатова Елена Васильевна";"(812) 350-38-50, 350-89-65, 350-87-39";"(812) 350-38-50";"";"";"1957";"";"199155";"";"многопрофильное медицинское обслуживание; ";""
"0011804";"государственная";"МЕДСАНЧАСТЬ №144";"";"";"192012, Россия, г. Санкт-Петербург, просп. Обуховской обороны, 271";"Власова Марина Михайловна";"(812) 367-68-18, 367-68-20";"(812) 367-68-18";"";"";"1960";"";"192012";"";"многопрофильное медицинское обслуживание; ";""
"0001363";"акционерная";"МЕДСАНЧАСТЬ №157";"ХОЛДИНГОВАЯ КОМПАНИЯ ""ЛЕНИНЕЦ"" (ОАО)";"";"196066, Россия, г. Санкт-Петербург, ул. Варшавская, 100";"Баранова Мария Владимировна";"(812) 373-14-14, 371-37-39";"(812) 373-78-56";"info@med157.ru";"www.med157.ru";"1965";"";"196066";"";"многопрофильное медицинское обслуживание; лечение стоматологических заболеваний; лечение гинекологических заболеваний; ";""
"0001321";"акционерная";"МЕДСАНЧАСТЬ №17";"ОАО ""СИЛОВЫЕ МАШИНЫ ЗТЛ в СПб""";"";"192019, Россия, г. Санкт-Петербург, ул. Седова, 11";"Беев Александр Михайлович";"(812) 567-46-40, 567-46-14 (доб. 1-61, 7-63), 363-82-03";"(812) 567-63-69";"";"";"1975";"";"192019";"";"многопрофильное медицинское обслуживание; диагностика и лечение; УЗИ-диагностика; ";""
"0001322";"государственная";"МЕДСАНЧАСТЬ №18";"";"";"194044, Россия, г. Санкт-Петербург, ул. Чугунная, 46";"";"(812) 540-12-38, 540-68-30";"(812) 540-12-38";"infis@m18.pmnet.spb.ru";"";"1940";"";"194044";"";"многопрофильное медицинское обслуживание; ";""
"0001304";"государственная";"МЕДСАНЧАСТЬ №2";"ОАО ""СЕВКАБЕЛЬ""";"";"199026, Россия, г. Санкт-Петербург, Кожевенная линия, 39, корп. 1, Литер А";"Седихин Владислав Юрьевич";"(812) 329-75-76, 329-75-62, 329-77-51, 329-77-92";"(812) 329-75-62";"msch-2@mail.ru";"";"1947";"";"199026";"";"многопрофильное медицинское обслуживание; лечение стоматологических заболеваний; ";""
"0001324";"государственная";"МЕДСАНЧАСТЬ №20";"КОМИТЕТ ЗДРАВООХРАНЕНИЯ ПРАВИТЕЛЬСТВА САНКТ-ПЕТЕРБУРГА";"";"196651, Россия, г. Санкт-Петербург, Колпино, просп. Ленина, 1";"Лубнина Наталья Евгеньевна";"(812) 322-82-12, 322-82-13, 322-87-59";"(812) 322-82-12";"msch20@zdrav.spb.ru";"";"1975";"";"196651";"";"многопрофильное медицинское обслуживание; ";""
"0001328";"частная";"МЕДСАНЧАСТЬ №24 (ООО)";"ОАО ""КРАСНЫЙ ОКТЯБРЬ""";"";"194100, Россия, г. Санкт-Петербург, ул. Политехническая, 13-15";"Зарецкий Борис Викторович";"(812) 297-73-41, 297-73-52";"(812) 297-73-41";"";"";"1950";"";"194100";"";"многопрофильное медицинское обслуживание; ";""
