"Номер анкеты";"Форма собственности";"Название предприятия";"Подчиненность вышестоящей организации";"Представительство страны";"Почтовый адрес";"Руководитель";"Телефон";"Факс";"E_Mail";"Адрес INTERNET";"Год основания";"Количество койко-мест";"Почтовый индекс";"Дополнительные услуги и продукция";"Основная продукция и услуги";"Направление деятельности"
"0003413";"федеральная";"ПЕДИАТРИЧЕСКОЕ ОТДЕЛЕНИЕ №5";"САНКТ-ПЕТЕРБУРГСКАЯ ГОСУДАРСТВЕННАЯ ПЕДИАТРИЧЕСКАЯ МЕДИЦИНСКАЯ АКАДЕМИЯ";"";"194100, Россия, г. Санкт-Петербург, ул. Литовская, 2";"Муратова Мария Владимировна";"(812) 542-93-29, 295-12-02";"(812) 542-80-14";"spb@gpma.ru";"www.gpma.ru";"1925";"35";"194100";"";"медицинское обслуживание новорожденных; ";""
"0001827";"муниципальная";"ПЕРВАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА им.Е.Е.ВОЛОСЕВИЧ";"";"";"163001, Россия, г. Архангельск, ул. Суворова, 1";"Красильников Сергей Валентинович";"(8182) 63-28-83";"";"chos@arh.ru";"www.1gkb.ru";"1786";"";"163001";"";"многопрофильное медицинское обслуживание; ";""
"0008617";"муниципальная";"ПЕСТОВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА";"";"";"174510, Россия, Новгородская обл., г. Пестово, ул. Курганная, 18";"";"(81669) 5-23-42, 5-22-06";"(81669) 5-23-42";"doc@novgorod.net";"";"1928";"";"174510";"";"многопрофильное медицинское обслуживание; ";""
"0003773";"государственная";"ПЕТРОГРАДСКАЯ РАЙОННАЯ ВЕТЕРИНАРНАЯ СТАНЦИЯ";"";"";"197022, Россия, г. Санкт-Петербург, Вяземский пер., 4";"Гаврилюк Леонид Кириллович";"(812) 234-68-48, 234-54-55";"(812) 234-68-48";"";"";"1950";"";"197022";"";"ветеринарно-профилактические мероприятия; ";""
"0001643";"государственная";"""ПЕТРОДВОРЕЦ"" ДЕТСКИЙ ТУБЕРКУЛЕЗНЫЙ САНАТОРИЙ";"";"";"198504, Россия, г. Санкт-Петербург, Петергоф, Собственный просп., 9";"Кулакова Наталия Валерьевна";"(812) 450-72-51, 450-52-31, 450-79-49, 450-60-37, 450-95-94";"(812) 450-72-51";"sanpetrodvorec@zdrav.spb.ru";"";"1963";"175";"198504";"общее среднее образование; ";"санаторное лечение туберкулеза; ";""
"0001642";"частная";"""ПЕТРОДВОРЕЦ"" САНАТОРИЙ (ООО)";"";"";"198510, Россия, г. Санкт-Петербург, Петергоф, ул. Аврова, 2";"Дроздов Иван Иванович";"(812) 450-50-21, 450-50-98";"(812) 450-50-21";"4505021@mail.ru";"www.petrodvoretz.ru";"1975";"300";"198510";"";"санаторное лечение заболеваний органов пищеварения; санаторное лечение гастроэнтерологических заболеваний; санаторное лечение заболеваний опорно-двигательного аппарата; ";""
"0003782";"государственная";"""ПЕТРОДВОРЦОВАЯ"" РАЙОННАЯ ВЕТЕРИНАРНАЯ СТАНЦИЯ";"";"";"188501, Россия, г. Санкт-Петербург, Ломоносов, ул. Михайловская, 38";"Лопатинская Анжела Анатольевна";"(812) 422-47-95";"(812) 422-47-95";"";"";"1950";"";"188501";"";"ветеринарно-профилактические мероприятия; ";""
"0001215";"государственная";"ПЕТРОДВОРЦОВЫЙ РАЙОННЫЙ НАРКОЛОГИЧЕСКИЙ КАБИНЕТ";"ГОРОДСКАЯ НАРКОЛОГИЧЕСКАЯ БОЛЬНИЦА";"";"198516, Россия, г. Санкт-Петербург, Петродворец, ул. Разводная, 19/1";"Артюшкин Михаил Алексеевич";"(812) 420-47-72";"(812) 420-47-72";"";"";"1979";"";"198516";"";"лечение наркологических заболеваний; ";""
"0023168";"частная";"""ПЕТРОДЕНТ"" ООО";"";"";"185035, Республика Карелия, г. Петрозаводск, ул. Гоголя, 50";"Михалкина Татьяна Вилоровна";"(8142) 78-49-78, 77-27-55";"(8142) 77-27-55";"";"";"2001";"";"185035";"";"лечение стоматологических заболеваний; ";""
"0042066";"государственная";"ПЕТРОЗАВОДСКАЯ ГОРОДСКАЯ СТАНЦИЯ по БОРЬБЕ с БОЛЕЗНЯМИ ЖИВОТНЫХ";"";"";"185031, Республика Карелия, г. Петрозаводск, Шуйское шоссе, 24";"";"(8142) 74-88-63";"";"";"";"";"";"185031";"";"лечение и профилактическая помощь животным; ";""
"0042067";"частная";"ПЕТРОЗАВОДСКИЙ ЦЕНТР ЭКСПЕРТИЗ (ООО)";"";"";"185035, Республика Карелия, г. Петрозаводск, ул. Куйбышева, 26";"";"(8142) 79-08-71; (911) 416-34-55";"";"opk1387@mail.ru";"";"";"";"185035";"";"судебно-медицинская экспертиза; ";""
"0001991";"государственная";"ПЕЧЕНГСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА";"";"";"184420, Россия, Мурманская обл., п. Никель, ул. Больничный городок, 1";"Полудненко Николай Леонидович";"(81554) 6-24-50";"";"crb21@yandex.ru";"pcrb.polarmed.ru";"";"";"184420";"";"многопрофильное медицинское обслуживание; ";""
"0045626";"муниципальная";"ПЕЧОРСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА";"";"";"169600, Республика Коми, г. Печора, Печорский просп., 90";"Александровская Людмила Алексеевна";"(82142) 7-49-91, 7-26-68, 7-26-22";"(82142) 7-49-91";"stomat-pechora@yandex.ru";"";"";"";"169600";"";"лечение стоматологических заболеваний; ";""
"0026213";"муниципальная";"ПЕЧОРСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА";"";"";"169600, Республика Коми, г. Печора, Печорский просп., 16";"Чупрова Наталья Леонидовна";"(82142) 3-52-24, 3-52-16, 3-56-11";"(82142) 3-55-24, 3-52-24";"pcrb-pr@yandex.ru";"";"";"";"169600";"";"многопрофильное медицинское обслуживание; ";""
"0045622";"муниципальная";"ПЕЧОРСКИЙ ПРОТИВОТУБЕРКУЛЕЗНЫЙ ДИСПАНСЕР";"";"";"169600, Республика Коми, г. Печора, Печорский просп., 12";"Кокуашвили Лариса Алексеевна";"(82142) 3-50-15, 3-57-15";"(82142) 3-50-15";"pech.ptd@yandex.ru";"";"";"";"169600";"";"лечение туберкулеза; ";""
"0045621";"муниципальная";"ПЕЧОРСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ДИСПАНСЕР";"";"";"169600, Республика Коми, г. Печора, Печорский просп., 12-а";"Майдуров Александр Иванович";"(82142) 3-27-58, 3-61-57, 3-53-99";"(82142) 3-27-58";"umrd@rol.ru";"";"";"";"169600";"";"лечение психоневрологических заболеваний; ";""
"0045627";"муниципальная";"ПЕЧОРСКИЙ ФИЛИАЛ РЕСПУБЛИКАНСКОГО КОЖНО-ВЕНЕРОЛОГИЧЕСКОГО ДИСПАНСЕРА";"";"";"169609, Республика Коми, г. Печора, ул. Н.Островского, 37-м";"Мальгина Людмила Викторовна";"(82142) 7-63-05, 7-80-36";"(82142) 7-63-05, 7-80-36";"pchkvd@mail.ru";"";"";"";"169609";"";"лечение кожно-венерических заболеваний; ";""
"0045625";"муниципальная";"ПЕЧОРСКИЙ ФИЛИАЛ РЕСПУБЛИКАНСКОЙ СТАНЦИИ ПЕРЕЛИВАНИЯ КРОВИ";"";"";"169607, Республика Коми, г. Печора, ул. Речная, 9";"Семяшкина Галина Ивановна";"(82142) 7-41-14, 7-44-81";"(82142) 7-37-24, 7-41-14";"pspk_med@mail.ru";"";"";"";"169607";"";"переливание крови; ";""
"0027355";"информация не предоставлена";"ПИКАЛЕВСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА";"";"";"187600, Россия, Ленинградская обл., г. Пикалево, ул. Советская, 31";"";"(81366) 4-63-88";"";"";"";"";"";"187600";"";"многопрофильное медицинское обслуживание; ";""
"0001817";"муниципальная";"ПИНЕЖСКАЯ РАЙОННАЯ БОЛЬНИЦА №2";"МУНИЦИПАЛЬНОЕ ОБРАЗОВАНИЕ ""ПИНЕЖСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН""";"";"164610, Россия, Архангельская обл., п. Пинега, ул. Первомайская, 68";"";"(81856) 4-22-50, 4-29-12, 4-22-01";"(81856) 4-29-20";"pineg2@email.ru";"";"";"";"164610";"";"многопрофильное медицинское обслуживание; ";""
"0001644";"государственная";"""ПИОНЕР"" ДЕТСКИЙ САНАТОРИЙ";"";"";"197720, Россия, г. Санкт-Петербург, Зеленогорск, Приморское шоссе, 595";"Нефедов Николай Владимирович";"(812) 433-33-54, 433-34-56, 433-66-12";"(812) 433-34-56";"ds_pioner@mail.ru";"";"1945";"125";"197720";"";"санаторное лечение педиатрических заболеваний; ";""
"0007540";"государственная";"""ПИОНЕРСК"" ДЕТСКИЙ ОРТОПЕДИЧЕСКИЙ САНАТОРИЙ";"";"";"238590, Россия, Калининградская обл., г. Пионерский, ул. Комсомольская, 44-а";"Ефимов Александр Анатольевич";"(40155) 2-25-75, 2-19-48";"";"sanpionersk@mail.ru";"www.ortosanatorium.ru";"";"";"238590";"";"санаторное лечение ортопедических заболеваний; ";""
"0007474";"государственная";"ПИОНЕРСКАЯ ГОРОДСКАЯ БОЛЬНИЦА";"";"";"238590, Россия, Калининградская обл., г. Пионерский, ул. Шаманова, 6";"Кобер Денис Владимирович";"(40155) 2-18-48";"";"pionersk-crb@infomed39.ru; pcgb@mail.ru";"pionerskayagb.ru";"";"";"238590";"";"многопрофильное медицинское обслуживание; ";""
"0000004";"частная";"""ПИРОС"" БАЗА ОТДЫХА (ООО)";"";"";"174440, Россия, Новгородская обл., Боровичский р-н, д. Пирос";"";"(81664) 9-59-65";"";"";"";"";"";"174440";"";"санаторно-курортное обслуживание; ";""
"0029817";"общественных организаций";"""ПИТЕРМЕДПРОФИ"" МЕДИЦИНСКИЙ ЦЕНТР";"ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ИНВАЛИДОВ ""ВОЗДВИЖЕНЬЕ""";"";"180000, Россия, г. Псков, Октябрьский просп., 54";"Руденок Федор Егорович";"(8112) 72-22-20, 66-52-01";"(8112) 66-52-04";"";"";"2004";"";"180000";"";"многопрофильное медицинское обслуживание; комплексное диагностическое обследование; ";""
"0001870";"муниципальная";"ПЛЕСЕЦКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА";"";"";"164260, Россия, Архангельская обл., п. Плесецк, ул. Партизанская, 35";"";"(81832) 7-12-09, 7-13-24";"(81832) 7-10-89";"plescrb@atnet.ru";"";"";"";"164260";"";"многопрофильное медицинское обслуживание; ";""
"0017639";"муниципальная";"ПЛЮССКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА";"";"";"181000, Россия, Псковская обл., п. Плюсса, ул. Ленина, 30";"";"(81133) 2-16-80, 2-18-07";"(81133) 2-16-80";"plussomk@ellink.ru";"";"";"";"181000";"";"многопрофильное медицинское обслуживание; ";""
"0013712";"муниципальная";"ПОДДОРСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА";"";"";"175260, Россия, Новгородская обл., с. Поддорье, ул. Чистякова, 1";"Иванов Григорий Иванович";"(81658) 7-12-42, 7-14-51";"(81658) 7-12-42";"crb-poddorie@mail.ru";"";"1994";"";"175260";"";"многопрофильное медицинское обслуживание; ";""
"0027164";"государственная";"ПОДПОРОЖСКАЯ МЕЖРАЙОННАЯ БОЛЬНИЦА";"";"";"187780, Россия, Ленинградская обл., г. Подпорожье, ул. Исакова, 24";"Медведев Андрей Ясонович";"(81365) 2-17-05";"(81365) 2-08-85";"pod-crb@yandex.ru";"";"";"";"187780";"";"многопрофильное медицинское обслуживание; ";""
